Victim,Date,Category,Description,Scam Alias,Scam Source,
Anonymous , 23 Oct 2021,Phishing Scam,"Scammer send an SMS message phishing as from Singpost. The sms message showed up in the same SMS thread as Singpost messaging. The SMS message: ""your parcel has been redirected to your local post office branch due to an unpaid delivery fee. Visit here: https://bit.ly/3geqbw8"" (NOTE: Phishing link. Do NOT click)
This will link you to scammer's website that requests you to input your credit card number and all personal details, which obviously is a scam.

Be careful:
1) do not click any unknown link.
2) do not reveal personal or credit card details.
3) do not pay for things you did not order.",Name: singpost,Contact:,
Anonymous , 22 Oct 2021,Job Scam,"I was contacted on Telegram by a user named Wendy with a ""flexible part-time job"" offer that claims to pay $180-$220 daily. Although I was not seriously nor actively seeking a job, I asked about the job description, and the party replied that she will assign a colleague to get in touch with me on WhatsApp (since she already has my number). Soon after, I received a message from +65 8105 4717 who goes by the name of May.

Quoting her, the job is as follows:

""What we want to do is boost mission, boost mission of helping the product to on CleverTap have good data to increase popularity of that product so more people purchase it etc, Do you need to know about it?""

""For boost one mission you will get $0.52-$8.52. So perday you may earn $80-120.Every day you can boost 40 missions, and you can withdraw money on the platform after completing 40 missions""
""this is the registration link of the platform for the job www.myclevertap.life (note: Scam website. Do NOT click) Invitation code D4JGF3""

""This is my WhatsApp group, they all my agents and you can join and chat or if Im busy you can ask them https://chat.whatsapp.com/Fs6fSU3eqsp0CIXkCx9XUF""
""Now I will use your invitation code to register an account and then you can login to my account to learn the operation and process first""
""And you help my account boost mission you can also earn 20% commission""

I was skeptical from the start, but registered an account on the CleverTap platform nonetheless just to take a look, and noticed that the platform requires ""recharge"" amounts before one is able to start 'boosting' any 'mission'. It was clear that this is a scam similar to others shared on this platform, and i backed out immediately. I had not lost any money nor personal information beyond my contact number, but would like to share this experience and the party's contact number before others fall for this scam, especially since people may be desperate to find a job this period.",Name: May/ wendy/ clevertap,Contact: 6581054717,
Anonymous , 22 Oct 2021,Job Scam,"I was approached on telegram with a job offer, which i accepted and another lady whatsapp me regarding the job. Gave me a website address and guided me through. Once registered, i was asked to do 45 orders on her account for about 30 minutes and was paid $120 commission. I was then asked to do the same amount of orders on my own account which required me to top up 3 times amounting to a total of $63. End of the order, i have $188 in my account which I was able to withdraw $100 due to withdrawal limit to denomination of 100.

Next day i did the same, however putting in bigger amount multiple times, till its beyond my means. Turning to family for money, then only to realize that this is a scam and there is police news report in may 2021 on such scams/cheats. A total of $13622.59 was lost.

I hope this serves a reminder to everyone that there is no easy money.",Name: Target,Contact: 93401417,
Anonymous , 21 Oct 2021,Online Purchase Scam,"i chanced upon this furniture page on facebook called Homez furniture. i checked that this brand isselling on shopee and lazada with great reviews so i went ahead to order.

Unffortunately i did not realise that the page is not the official page. it is however more popular than the official page. The payment was requested to be made to a ocbc account.
it is only when i accidentally shared the post with homez sg - they then inform me that they are the official page.

i have made a police report, homez sg has also informed affected customers to do the same.

Editor's note: Please check if the FB page you are visiting is genuine. Look for tthe blue-tick beside the profile's to verify if you are on the authentic FB page, or google the company's website and enter the FB page from the company's website.",Name: Homez furniture,Contact: 60197361826,
Anonymous , 21 Oct 2021,Phishing Scam,"Someone called me on this mobile number and said he was from Singtel and someone was hacking my data. i first told him im under starhub and he still persisted saying that they are a part of the cybersecurity team and they need more information from me.

I then asked why he was calling on a personal mobile number instead of singtel's official number and he hung up",Name: singtel,Contact: 97919023,
Anonymous , 21 Oct 2021,Impersonation Scam,"Received a call stating that she is from Lazada. Indian lady, background sounded like a call centre. She said that i had ordered an expensive camera on Lazada and my account could have been hacked/compromised. She verified with my email address and said that in order to stop the processing of this order, I will need to verify the 6 digit OTP she sent to my handphone. It actually showed as a text from Lazada. But note that that email link given is suspicious as lzd.co.

I checked my Lazada account but i do not see any orders on it. I've got suspicious and requested for an email to be sent. Thankfully, the email took longer than necessary to reach me. I did not receive the email and told her that i am concerned on her request on the OTP and that the email did not arrive, therefore i will call her customer support if there has been a breach while I check on my end. Her last ditch efforts was that Lazada will not bear any responsibility for any loss if I did not accept her assistance at that point of time.

After the call, called up Lazada customer support and verified that was an impersonation scam. That was when I started to receive the fake Lazada emails to reset my account with the OTP. The fake Lazada email address is noreply@support.lazada.sg.

Was a bit lost to find out I was almost scammed and at first wasn’t sure what to do.

You may also file a police report either at the police station or via the Singapore police force website. Before doing so, be sure to collect all information regarding the scam before reporting it. Such information can include screenshots of conversations, transaction details including bank account details, or phone numbers of the scammer if possible. The police will investigate the matter.

For e-commerce scams, you may report any suspected scammers to the platform administrator, who may be able to assist.

If you suspect that you are a victim of a scam, end communications and do not reveal your personal information. Keep records or screenshots of all conversations to keep as evidence.

HOPE THIS HELPS ANY ONE THAT ENCOUNTER THEM IN FUTURE.",Name: lazada,Contact: 6596665531,
Anonymous , 21 Oct 2021,Phishing Scam,"Got a call from this personal number saying that I got a notice from MOH Singapore and ask me to press ""3"". I ended the call and lookup on the MOH website and this number is not listed.",Name: not listed,Contact:,
Anonymous , 21 Oct 2021,Impersonation Scam,"A person claimed to be caller from the Health Ministry from China. Required me to speak in Mandarin. He knows my name, but didn't pronounce in actual Chinese, and probably got my phone number  from many major database leaks in the past.

He stated that I have another phone number registered with my name in China which has been reported to be used for spamming. I ended the call thereafter as I found it ridiculous for a Chinese authority to call a resident in Singapore. ",Name: Official from China health ministory,Contact: +6583906751,
Anonymous , 21 Oct 2021,Impersonation Scam,"I received an SMS telling me that something was wrong with my bank account. Didn't click on the link as it looked like a typical phishing SMS. 

Want to share this to warn fellow residents to be wary of such scam attempts!",Name:,Contact:,
Anonymous , 20 Oct 2021,Phishing Scam,"Scammers have been working really hard these days, this is the 3rd one i encountered this month!
Received an SMS from sgpost today, informing that an attempted delivery of parcel failed. Clicking on the link will direct you to a legit looking singpost website prompting personal information and credit card details to pay for postage. A dead giveaway would be the strange url website.

As the festive season is just round the corner, scams will be getting more rampant so please stay vigilant and do not give them a chance to celebrate x'mas at your expense.",Name: sgpost,Contact:,
Anonymous , 20 Oct 2021,Investment Scam,"I matched with this guy on a dating app (paktor) and we started chatting. The conversation slowly led to investments and he showed me screenshots of an investment platform and his profits from it.

He then introduced me to the said investment platform, h5.tpg-base.xyz (Note: Fake investment site. DO NOT click) and asked me to register and call the customer service hotline.

I was then directed to deposit the minimum sum ($500) though a bank transfer to an individual's bank account. They also allocated a secretary to communicate with me via LINE app on queries which I had.

Meantime, the guy was constantly reinforcing through messages that he had profited through investing on the platform.

Initially, I was able get back my deposit. subsequently, I was not able to as they asked me for (18k) tax to withdraw the money which I refused. The guy accused me of taking his money, and asked me to return him.

Conclusion: I found out the photos he sent are false and the picture he had of himself is actually someone else which I search through google reverse image. he is smart and play with your psychology to gain your trust to make the investment.

This happened in oct/2021. Loss of $1000.","Name: malignant, Ming Hao",Contact:,
Anonymous , 20 Oct 2021,Internet Love Scam,"Met multiple guys on the dating platform.

Firstly, they will sweet talk to you say what you beautiful, want get together. Then after days of talking, they would introduce you a website for cryptocurrency investment, they will also screenshot some proof that they earned money. The platform introduced was something I never even seen before, hence i was v against it and ask if I could use my own platform. Then he tried to persuade me, but to no avail, hence he stopped talking to me after that. I was so against it because i got scam before by another guy. (both of them communicate in Chinese). That one was a betting website, and he say that he got some ways to earn money, so at first all the small wins, then one day he ask me sign up for a event, to earn the bonus which i did but the money never come back. Lost a total of 20k. Name: gao yu & devin.

Please be aware and don’t trust people online so easily",Name: Worldcoin,Contact:,
Anonymous , 20 Oct 2021,Phishing Scam,"Called on 20/10/2021 at 1030am. She says she is from SingTel and is a technician. She says my internet line is being compromised and many people are using my internet. She wants to help to check. Many people are also facing the issue of slowness because of that.
She asked if I was facing slowness in the internet last few days and I told her my internet has not been slow.

When I asked for authentication she says she has my SingTel customer id. I asked her for her name and contact so that i can call back after verifying my customer ID but she could not give my customer id and then hang up.

I tried calling back 68268862 and no one picks up",Name: Singtel,Contact: 68268862,
Anonymous , 20 Oct 2021,Impersonation Scam,"This person called said that he is my friend and he lost his mobile. Hence, update me that this is his new number. He told me that he started a business - a new cafe in town and invite me to his new cafe this Saturday. The next day, he called and ask me for a loan to pay for his supplier because he lost his wallet as well and he needed time to replace all his documents so he cants transfer money to the supplier. As such, he asked me to transfer money on his behalf. I called my friend's old number and realised is a scam.

Please do be alert and do not fall prey to such impersonation scams!",Name: Joseph,Contact: 6594272648,
Anonymous , 20 Oct 2021,Phishing Scam,"At 9.13m a call from +6585705861. Informed me that I might be exposed to covid but the authority tried to contact me twice but failed. Ask me press 3 so someone can explain to me.

It was robocall in English follow by Mandarin. I was worried that it is a scam as the newspapers has reported that notification ls are done by SMS, I hung up immediately and waited 10 min to call back.

Found out that the number was an invalid number. 

Editor's Note: Please be wary of incoming phone calls with a ""+"" prefix as this is an indication that the call originates from overseas. If you are not expecting overseas phone calls, do not answer or if you choose to answer, treat the call with extra caution. ",Name: Moh,Contact: 81614316,
Anonymous , 19 Oct 2021,Online Purchase Scam,"Someone on telegram approached me. She told me she was from sg recruiters group - “we are currently offer a freelance pt job, are you interested?”

I thought it was legit so I agreed to link up with the poc - Jolin. Jolin texted me and went through the “job” with me. It happened last Friday and i was added into a group with 9 other people.

Initially, Jolin shared these info with me:
“we are helping merchants boost visibility & viewing rate, so here's how we do it i'll tell you briefly. The merchant finds the company, finds the agency, which means the merchant pays the company, the company pays us, and we help the merchants boost visibility & viewing rate of their products”
i helped her with her purchase every day to get 25% of her commission. I was later asked to register the account with my own personal information. She shared i had to grab 45 order daily, both on her account and mine.

After a day of completing the orders, I realised the orders were bulking up to a larger amount and it require constant top up. By then, I realised something isn’t right and pulled out from it. Although I did not lose any money. But the way, this goes viral and how “easy” the money was said to be earned can really cause detrimental damage in a long run.",Name: Jolin,Contact: 84495134,
Anonymous , 19 Oct 2021,Job Scam,"On 9 October, a women named josephine approached me on telegram asking if i'm interested in a home-based part-time job. She re-directed me to whatsapp to speak with her colleague Alyssa (+65 9427 8348).

Alyssa gave me an explanation on what the company does and even provided me a legitimate company website. The job scope involved taking orders to help boost the visibility of merchants on varied e-commerce platforms.

She guided me with the account registration on their website (fusionex.online). Initially i was skeptical about it, but after trying it with her account, i was convinced. For the first two times, i succeed in withdrawing my capital along with the promised commission. But when i did for the third time on 10 oct, things went south.

The orders requires me to constantly recharge an amount before i could continued, and the amount kept increasing. In total i recharged 8 times hopping to get my capital back. The tipping point was when the website required me to recharge another $30,000 when i have already put in $33,500. I texted the so-called customer service (+65 8010 0483) asking to replace the order with a lower amount so that i could complete the remaining 6 task to withdraw my capital. The customer service person by the name of ammar bakhtiar (acc no. 713553394001; +65 8895 6937) told me that the orders were randomised and he has no control over it. He told me not to cause any trouble and they have a legal team. If i want my money back I just have to recharge and complete the orders. It hit me that i might be a victim of a job scam given that the job responsibilities of a customer service officer was to serve at the customer best interests. I contacted alyssa to tell her about my problem. Alyssa told me that she could lend me $5,000 but for her own guaranteed, she instigated that i take a photo with my ic and a naked photo of myself. That's when i confirmed she was an accomplice.

I immediately proceed to the nearest police station to lodge a police report and called the bank to notify about the transactions. At the police station i learnt that there was victims who reported on the same scam as well and was grateful that i did not borrow any money to put it in that account.

I understand that the website had since been taken down by the Police but people in the group are still uploading photos of themselves completing the ""job"" and sharing articles on government efforts to help retailers in e-commerce. The group consist of 12 members and is operated by 3 admins.

Below are the details of those still convincing everyone that this is a legitimate job:

1. Alyssa (admin)
2. Venus (admin) +65 8802 3474
3. Esher (admin) +65 9427 8328
4. Michelle +65 8433 8336
5. Cammy +65 8805 1473
6. Tushar +65 8917 2781
7. Peter +65 9427 7652",Name: Fusionex,Contact: 94278348,
Anonymous , 19 Oct 2021,Investment Scam,"There’s a lot of MT5 (MetaTrader 5) scams lately, I’ve recently scammed 30k sgd out of me, therefore I like to share my experience as an awareness to the public hoping to save someone from being scam out there.

Part 1 of the scam is to gather information from you and gaining your trust. How they do this is by adding an attractive face into their profile and start chatting with you, at the same time faking to build a long trusting relationship with you.

Part 2 of the scam is they will let you know about their relative who works in the bank and obtain inside news, they will also hint you about the profit they are making to get you curious, they will be very patient in this until you got totally interested and wanted to start making some pocket money with them.

Part 3 of the scam is to get you to download MT5 on your phone and open an account with their fake broker.

Part 4 of the scam. They will give you their inside news when to buy or sell at a specific time of the day, their purpose is to show you how much money you can make within few mins so that you give in to your own greed.

Part 5 of the scam. They will try to convince you that this news is hard to come by and so to treasure this news best is to deposit bigger so that one trade will be around 10% of your account value then that where you will fall into your own greed and deposit more hoping to earn more profit quickly.

Part 6 of the scam. During this stage the broker will release a few dollars for your withdraw however when you wanted to withdraw a big amount that where they will put a stop and inform you that you need to pay a fee of 20% of your profit as part of the investment taxes.

Part 7 of the scam. Most people during this stage have already know that they have fallen into the scam but if you really pay for their 20% fee their next scam would freeze your account due to illegal arbitrage because your account is constantly making profits and they demand a sum of money from you to unlock it or else your account will be deleted forever losing every money in it however if you pay for it they will just keep ignoring you from now on.

Moral of the story here is the scammers are a team working together. The inside news that they send you is just simply mirrored and altering of MetaTrader platform data to show you fake results so that you trust what you are looking at and fallen into your own greed.

Rule of thumb, if it’s too good to be true it’s probably going to be a scam.",Name: Bairrad? Internationa? Limite?,Contact: 85265883264,
Anonymous , 19 Oct 2021,Internet Love Scam,"Met a guy on bumble dating app. Said he didnt understand english and asked to text in other platforms. We texted over telegram and he asked for hobbies then shared about cryptocurrency trading. He asked me to sign up for an acct on a website called coincapssex and made me keep depositing money saying now is a good period for crypto investment.

I only know i got scammed when i wasn't able to withdraw the money. Coincapsex is a scam. Lost 80k",Name: Jim zhang zhi ming,Contact:,
Anonymous , 18 Oct 2021,Impersonation Scam,"This guy calling saying that he was a Singapore police officer. He is stating that my DBS card had been block for suspicious online purchase and he need to verify it in order for me to unblock the card. This happen on 18 oct 2021, at 1:40pm. Did not lost any money as i 200% sure it was a scam. No racist remarks here but the guy have an Indian accent. At the back, I can here another Indian guy shouting most probably at the midst of scamming other people too. 

Don't let down your guard!

Editor's Note: Beware incoming phone calls with the ""+"" prefix as it's an indication that the call originates from overseas. If you are not expecting any overseas phone calls, don't pick up such phone calls.",Name: SINGAPORE POLICE OFFICE,Contact: 380946273695,
Anonymous , 18 Oct 2021,Internet Love Scam,"Met the contact through FB dating platform - got introduced with cryptocurrency investments of different apps. Funds were transferred/ played between this platform and another. However, funds got stuck in the more dubious platform (with msgs prompting to invest more before being able to withdraw.) Only withdrew out half the amount of usd 2.5k while the rest got stuck.

Beware of dubious investment platform",Name: Dubious investment platform,Contact:,
Anonymous , 17 Oct 2021,Job Scam,"Job was promoted to be an e-commerce partner to boost sales. I got added into a group with 26 others. in the group, the others shared on how much they have earned to prove their success.

the job:
1. take a screenshot of product being added into cart and send it to staff.
2. when staff says item is correct, transfer the price of product into a bank acc or via paynow provided
3. once successful, amount transfer will be refunded + 10% commission

I carried out 2 jobs and was successful. in the third job, the following happened:
note: i informed staff i can only use $500.

1. took a screenshot of having added 1 item (worth $500). and was approved so i trf $500.
2. staff said job 3 has 2 task and confirmed with me that i had to add 2 of the item, then trf the remaining $500. after which, the job is complete and i will receive my refund (aka 1 item = 1 task).
3. after transferring the 2nd $500, staff said the amounts transferred was considered as 1 task. the 2nd task is another $2000 worth of product. my money transferred will only be refunded after the 2nd task. (i didnt trf that amount)
4. another point to note is, instruction for job 2 and 3 is the same (said to contain 2 task). i only made a transfer for 1 item in job 2 but it was approved.
5. constant gaslighting from the staff.

Despite informing I had $500 to spare and agreeing to give a job with low amount, they kept dragging it and it ended up having to be a total transfer of $3000. I realised that it was a mistake to respond to the ad in the first place, so don't be like me!",Name: vivax,Contact: 89128720,
Anonymous , 17 Oct 2021,Phishing Scam,"I received a Discord message a few weeks ago when someone sent me a free discord nitro link. I clicked on it and logged in to my discord account and nothing happened so i ignored it.

A few days later on the 16 October 2021 at about 5:20 pm, I received several DMs from my discord friends that I sent a discord nitro link to them which i did not send it to them and realise my discord account was hacked. i also realised that i used my nric as my password which should not be used in the first place but i was too lazy to think of a stronger password which is hard to hack at that time when i first sign up for discord. Even though no money was lost at the moment, I'm worried that my nric will be revealed to unknown person but i am too afraid to left my parents know and decided to keep it to myself. i am too afraid to call the police because i do not want my parents to worry about me. therefore, I decided to share my story at scamalert.sg to prevent other victims who are using discord to click on unknown links as accounts can be hacked into easily.",Name: unknown (i have deleted all dms in my old account which got hacked),Contact: -1,
Anonymous , 17 Oct 2021,Loan Scam,"I received a normal message about a loan offer.  I pressed and it opened a Whatsapp chat. In order to apply for the loan, I submitted my nric photo, Cpf statement and bank account details .

Shortly, they said it was approve. I chose the 3k loan, which monthly repayment was $268. He videocall-ed me to verify my identity with the ic that I submitted.

But i didnt see his face it was all black. Then he called me to explain that he would transfer me $300 first to my account. I have to transfer him $500 to clear and will receive the loan afterwards. I told him i couldn't find $500 in such a short period of time.

He asked me to transfer $200 to defer 1 week. So the next week, I had the $500 already to clear. I transferred him but he said cannot ibanking transfer have to cash deposit to the account. He told me to find another $500 to cash deposit. I said i couldn't as i have no more money left. I ask him to transfer me back the money so i could do cash deposit instead but he say could not. So he transfer me $300 back. And told me to find another $200 in 1week to make it $500 so i could clear and receive the loan. After 1 week i told him i have the $500 already and ready to cash deposit to his account. Suddenly he call me and say that today cannot do LOAN as something wrong with their bank account. He said transfer $200 to defer the loan and clear $500 nextweek. I said its ur faulty because your bank account got problem and not mine so why must i i transfer you back $200 to defer the loan when its ur account got problem. I said i do not want to continue and want to cancel the loan. He said could not as its been approved. To cancel, I must transfer him $500 and he will return me $300. From there i ignore his calls and text message. He said if i did not clear the payment it will become a issue and debt collector SERVICE will come to my address. I ignore and block his account. I regret the decision i make and my friends told me tht i was scam. Pls be careful.

Editor's Note: Licensed moneylenders are NOT allowed to advertise their services via SMS, messaging apps, online or social media. Also, they are not allowed to approve loans remotely but only at the registered office location.",Name: TErry,Contact: 81664652,
Anonymous , 16 Oct 2021,Job Scam,"Initially, I saw the part time job ads in FACEBOOK, click into the link and that was a lady using local number called Olivia, who instructed me to do a job task called boosting sales for Qoo10 merchant. The WhatsApp groups including about 17 members which I observed for about weeks to see their activities as those transactions are small amount.
I was thought to try if really could be a commission based job and I did chat with one of the participants Who told me she worked as this job for few weeks and able to earn few thousands.the group got posted the campaign ads which including the lucky draw,I was doubt for it actually,but since the transaction amount small so took a try. For the first 4 transactions I was really tasted the ""sweet"" but the 5th Transaction started the trap already, the instructor claimed that I was not completed the task which have to screenshot ,the instructor told me I still have 2nd missions to be completed for getting the returned capital and commissions, but the 2nd missions I have to pay about 2k ++ which I confirmed this is scam tactics, looked from online scam alert that are lots of similar situations lots of victims faced before.so I would like to create the awareness the scam team can used lots of contact number with profile photo and they spent their time to act into group for getting your attention, better don’t click inside and join any group cha those scammers really put long bait for fishing one. I was glad I just lost hundreds of dollars before being trapped to the deeper amount.",Name: Bluemina Resource LTD,Contact: 93503297,
Anonymous , 15 Oct 2021,Investment Scam,"1 I have known this person through dating app, and he asked for my telegram to talk more.

2. Since he added me he kept showing me his profit earned by trading btc on some website, I had listened but no interested to this kind of investment but he tried to insist me to try this 1 time only. First, he sent me some links and asked me to register by my phone number and top up $100 to try. After followed his instruction I have earned $10 and he taught withdraw all the amount. I did not suspect anything about this. Next time he asked me to top up $6000 and waited for him to help me plan how to trade with this amount. For a while turn out, with $6000 not enough to trade for this transaction, he told me it was risky to trade and asked me to top up until $18k. Which I did not have enough that amount, he lent me $3k and asked me to borrow some from my friend, I did not want to lose all the money i have put in, so i tried to asked around until have $17k to trade. He helped me to earn $3k after that and stopped because he said the market was not stable to continue. After that day, he told me i need to top up $17k more continue the trading for the safety, but i denied and he was so angry at me and i told him just trade with the amount I had because I did not want to continue just help me to finish and withdraw all the money inside there.

3. In the end, I lost $14k for follow his instructions.",Name: wan? education learning center/ liu xingheng,Contact:,
Anonymous , 14 Oct 2021,Job Scam,"Initially a lady named Gine messaged me on tele, mentioning about a job. I Thought it was weird because she just gotten my number out of nowhere. She gave me a number +6581069982, Corrina Lek and got me to WhatsApp her.

The job entails grabbing things in ecommerce platform called overstock, just to boost order numbers and i need to complete 45 mission she told me to help her grab orders every day and always ask what time i can grab for Her. I have to top-up an amount and paynow to different people from so called their customer service officer. Every time bank account given was different.

The orders were small at start. I started doing and topping money.

But as time goes by, the top up amount grew, and I'm stuck when I am required to top up $500+ And somehow the customer service knew and messaged me saying that I need to continue so that I can get my commission.

The website address keeps changing as It always fail load.

Then one said this Corrina stop messaging me. I messaged her to ask for a new website link coz i need to quickly remove my bank details. But she kept blueticking me.. And when i want to look for their so called customer service to help, I realised that their registered business number was changed to become a normal standard number and messages sent is only 1 tick. ",Name: Overstock,Contact:,
Anonymous , 13 Oct 2021,Loan Scam,"I was for licenced moneylenders online and found lending bee (the fake one obviously). the admin, olivia lim, contacted me on whatsapp and ask information such as ic, payslips, CPF history and bank statement. thereafter, the loan was 'approved' and she sent me a contract and needed me to pay $3000 for admin fee and $3000 for stamp duty fee, both to different bank accounts. she even mentioned that the money is refundable after the loan is released.

After the transfer, I was routed to the finance person, who said will activate my bank account for future repayment. that account activation would cost me $4000 and she told me it's refundable.

amount paid up till this point:

ADMIN FEE ($3000) - UOB 42239673??
STAMP DUTY FEE ($3000) - STANDARD CHARTERED 40297847??
ACCOUNT ACTIVATION ($3000) - STANDARD CHARTERED 40297847??

I was routed to the manager, mike. he called me (in ah beng fashion) and asked if I have paid for government tax. I was in shock, because to get a loan, i need to fork out that much of money. and this point of time, other than being really tired of having to fork out money before i get the money, my scam radar finally kicked in. looking at their whatsapp bio, the email stated was LENDINGBEE.ORG.SG@GMAIL.COM, which obviously suspicious. not only that, there were many typo errors on the contract.

Instead of calling mike to tell him that he is a scam (or potentially a loan shark), i told him i want to exit this thing. he told me, in order to exit, i would need to fork out 20K, as per the contract. however they would return 10K to me. out of my mind, losing 20k is better than they coming to my house or office to harrass me, i called up the legitimate licenced moneylender for loan to pay for the 20K and to exit the scam.

Not only did the LEGITIMATE LICENCED MONEYLENDER stopped my application upon hearing that I was borrowing money to pay for scam, they helped me to call the scam hotline and told me to make police report. they even told me not to be scared of them and reassured me that things would be okay.

I made police report and have blocked them. it's an expensive lesson (10K T^T) but it's a lesson which i will remember for life. even if I'm unable to recover the 10k, I just hope my story can help others.",Name: lending bee pte ltd,Contact: 88510586,
Anonymous , 13 Oct 2021,Job Scam,"There was a person text me at Telegram asking whether am I looking for a part time job then ask me to WhatsApp the lady name Jennifer (84643784). So basically is a local number so I think should be ok. Then ask me to register an account in a link provided and help the agent. The job is register an new account on the ""EY"" group platform to increase sales for merchants on a task-by-task end, tasks may range from 40 to 120 per day, and you get sgd20 for registering an new account in ""EY"" group platform now. The job is recharge by myself to help merchants do robotic task, completing 40 single jobs in 20-30 minutes and your commission will go directly to your own account. Once you have registered your account, send me your invitation code and i will register my name under your account and so that you can get my 20% commission. This is the link to register for job on the ""EY"" group platform

http://www.dddas.live (Note: DO NOT CLICK)
invitation code:qtl8k3

""You start with 65 without the + symbol
after you done register, send me your invitation code.""

That’s what the agent send me. After I done the first round and was just a small amount and I manage to get my money back so I think was legit. But after that money start to increase until at least need to top up another $2k that is when I think is not right so i report it to police. It still texting people in telegram or Facebook to ask people to join. Hope it helps to spread the awareness of this scam.",Name: Ey company,Contact: 84643784,
Anonymous , 12 Oct 2021,Job Scam,"Lady called Cherry Loh reached out to me on tele, asking if I'm looking for part time job and join their project. She gave me a number +6581069982, Corrina Lek and got me to contact her for more info.

By grabbing things in ecommerce platform called overstock, just to boost order numbers which need to complete 45 mission than they allow to withdraw back the funds with commission given to you. All you need to do is to top-up the goods amount and paynow to different people. Every time bank account given was different.

The orders were small initially. I managed to withdraw the first round and I thought thinking it was safe,

But at the 2nd attempt, the top up amount grew, I could only withdraw upon completion of 45 missions; the product price is boosting up to $8000 and that time I had already transfer $11k. Asking me to ask for a loan to pump in the account, but I claimed that i had run out of fund and almost all the people said can lend me the balance of $500 unless i top up the remanding $7500.

I whatsapp-ed the company asking for a refund but they said ""u must complete the 45 tasks then only can withdraw all.""

The system has strict rules that everyone must complete 40 orders before withdrawal. If the merchant complained 3 times, then you are deemed to have not completed the order. It will then be frozen. To unfreeze, the only way is to reduce the number of agents who do not complete the order you need to find a way to finish as soon as possible and hopefully you can withdraw your funds and get your commission back as soon as possible .Then, I quickly went to NPC to lodge a report.

Must take note and be vigilant to prevent scammer.",Name: corrina lek,Contact: 81069982,
Anonymous , 11 Oct 2021,Online Purchase Scam,"Buyer contacted me via Carousell on 6 Oct expressing interest in 2 small items priced at S$10. He provided me with an email address to contact him to arrange meetup or post, but his account was suspended within the next few minutes. This screams red flag but I still emailed him as I thought there could be valid reasons why his account was suspended, besides the items were not expensive. I even wrote to Carousell enquiring about user's account but they were unable to disclose any info due to their privacy policy and even cautioned me not to proceed with any ongoing transactions with him. Anyway buyer goes by the name of Anthony who was very polite and prompt in all his replies, even though he is based in USA and wants to send the items to someone in Malaysia (another red flag). He sent me recipient's mailing address and contact number and wanted to know cost of items and shipping fees, agreeing to pay either through PayPal or bank transfer. All this while, I was thinking as long as I don't receive payment, I will not ship items out so there's nothing to lose.

After informing him that he has to pay me S$17 for the items plus overseas shipping, he decided to purchase more items amounting to over S$100 without a single enquiry (yet another red flag). Total cost of additional items incl registered international mail amounted to S$130.60 and he proceeded to pay via bank transfer without hesitation. I received a transfer confirmation email almost immediately (see attached screenshots) from ""Citibank"". Upon looking at the email content, I knew straightaway it was a scam. There are just too many stories and cases that highlight buyers as victims but sellers are at risk too, esp now that the scams are getting to be more sophisticated.

Rule #1: Keep your transactions within the official platform, ignore any requests to divert conversations off platform.
Rule #2: Do not ship out your items until you are properly paid, no such thing as the bank holding your money.",Name: Anthony P / brian84fro91,Contact: 01167389534,
Anonymous , 11 Oct 2021,Job Scam,"These scammers are running some MLM company. They seemed keen to help you make money, and they usually used women to lure you into a WhatsApp group chat where other 'people' are friendly and keen to make money together as well. The job seemed too good to be true - just by clicking links.

I ignored my gut instincts and went ahead with taking out my money to do 'jobs'. it all happened too fast. please do not be like me. be vigilant. Do not let them get away with it.",Name: WAYFAI? COMPANY,Contact: 90887032,
Anonymous , 11 Oct 2021,Phishing Scam,"Received a robocall today that claimed to be from MOH and that i have been traced being in close contact with a covid-19 case and that MOH has contacted me twice (i have never received) which I failed to respond.

I hung up the call.",Name: MOH,Contact: 6587020270,
Anonymous , 11 Oct 2021,Job Scam,"Someone DM me on Indeed.com for a position as business analysis manager on 17 june 2021. Her name goes by 'lisa' but her display name looks like a pseudonymous 'easdrutykaer naedsrjkadesu', probably a tactic so that we can't recall their name easily.

I accepted the invite to connect, and lisa told me a personnel from the company will contact me. But it was a non-sg number who contacted me in whatsapp and the person name is 'Monica' saying that she wanted to interview me at 2pm on 18 June.

i was surprised it was not a zoom interview, the person went on to ask interview question in whatsapp messenger in writing. I followed and first hour we were talking about the job. The interview went on for almost 2 hours, and told me she will contact me again for 'second round' interview at 7pm. I just followed as I needed job. But the correspondence turned out to be something else, she asked politely out of context questions. and shared that the boss I would be working with is a nice person who likes to share 'profits' from trading.
I felt something amiss. the correspondence went on through the weekend and i half-heartedly participated in the conversation which is no longer related to work: how many kids I have. what my wife is working. what are you doing tonight etc etc.
I got very annoyed at last, when i sounded to her. please email me, this is not the kind of interview i am expecting. Monica got annoyed asking about my attitude to her and told me she got scolded by her boss.

This is scam tactic, beware!",Name: Monica,Contact: 85261221259,
Anonymous , 10 Oct 2021,Job Scam,I was offered a job to work for overstock to do orders processing and earn commission. It happened over a spend of 3 days and i lost a total of 35k to them. They kept asking for more and I said no. they have since blocked me on WhatsApp.,Name: Overstock,Contact: 6589174218,
